0.00000000e+00,0.00000000e+00.1
5e-13,0.0460973482
1e-12,0.0914515395
2e-12,0.181052364
4e-12,0.353387233
8e-12,0.674559332
1.6e-11,1.19013399
3.2e-11,1.6339831
4.76409755e-11,1.7325693
6.42608062e-11,1.77472463
7.78534909e-11,1.78554666
9.48373445e-11,1.79091795
1.12924798e-10,1.7930959
1.32781446e-10,1.79348097
1.51347992e-10,1.79457514
1.73041537e-10,1.79460166
1.89227272e-10,1.79455987
2.07401043e-10,1.79309921
2.27587583e-10,1.79221788
2.42472759e-10,1.79214135
2.59582988e-10,1.7937215
2.79996735e-10,1.79507497
2.94799736e-10,1.79464251
3.1187487e-10,1.79420567
3.32075208e-10,1.79462637
3.46961253e-10,1.79525947
3.6411016e-10,1.79596255
3.84034854e-10,1.79679102
3.99057306e-10,1.79724247
4.16314432e-10,1.79779004
4.35980157e-10,1.79818441
4.51161929e-10,1.79856876
4.68549002e-10,1.79880739
4.8808482e-10,1.79918022
5.03463514e-10,1.79923788
5.21012338e-10,1.79942647
5.40422977e-10,1.79948792
5.55921248e-10,1.79966999
5.73570216e-10,1.79967224
5.92945048e-10,1.79982085
6.08526698e-10,1.79977525
6.26241878e-10,1.79989535
6.45619517e-10,1.79983969
6.61221296e-10,1.79994548
6.78959536e-10,1.7998779
6.98334345e-10,1.79998043
7.13922657e-10,1.79990381
7.31651585e-10,1.79999874
7.5105747e-10,1.79992071
7.66633915e-10,1.80001528
7.84356071e-10,1.79993198
8.03794267e-10,1.80002523
8.19367366e-10,1.79993838
8.37085579e-10,1.80003136
8.56495165e-10,1.79994342
8.72043597e-10,1.80003586
8.89741878e-10,1.79994651
9.09150925e-10,1.80003895
9.24709106e-10,1.79994874
9.42414905e-10,1.80004066
9.61803135e-10,1.79995035
9.77360109e-10,1.80004189
9.95068519e-10,1.79995146
1.01444437e-09,1.80004262
1.03001494e-09,1.79995224
1.04773076e-09,1.80004299
1.06710485e-09,1.79995289
1.08268573e-09,1.8000432
1.10041026e-09,1.79995339
1.11977138e-09,1.8000433
1.13535926e-09,1.7999538
1.15308729e-09,1.80004327
1.17244009e-09,1.79995417
1.18802745e-09,1.80004319
1.20575361e-09,1.7999545
1.22512016e-09,1.8000431
1.2407132e-09,1.7999548
1.25844637e-09,1.80004295
1.27781652e-09,1.79995509
1.29340325e-09,1.80004279
1.31113049e-09,1.79995537
1.33050834e-09,1.80004264
1.34609588e-09,1.79995563
1.36382275e-09,1.80004245
1.38320933e-09,1.79995588
1.3987915e-09,1.80004226
1.41651547e-09,1.79995615
1.4358995e-09,1.80004209
1.45147535e-09,1.7999564
1.46919491e-09,1.80004189
1.48858968e-09,1.79995663
1.50416236e-09,1.80004169
1.52187973e-09,1.79995688
1.54128927e-09,1.80004151
1.55686287e-09,1.79995712
1.57458052e-09,1.80004131
1.59397344e-09,1.79995735
1.60953578e-09,1.80004111
1.62724513e-09,1.79995759
1.64663627e-09,1.80004093
1.66220643e-09,1.79995782
1.67992204e-09,1.80004072
1.6993024e-09,1.79995805
1.7148714e-09,1.80004052
1.73258768e-09,1.79995828
1.75196443e-09,1.80004034
1.76754115e-09,1.79995851
1.78526177e-09,1.80004013
1.80463728e-09,1.79995872
1.82021676e-09,1.80003993
1.83793989e-09,1.79995896
1.85731157e-09,1.80003975
1.87289579e-09,1.79995918
1.89062182e-09,1.80003954
1.90998924e-09,1.79995939
1.92557293e-09,1.80003935
1.94329745e-09,1.79995961
1.96267139e-09,1.80003917
1.97825731e-09,1.79995982
1.99598503e-09,1.80003896
2.01536077e-09,1.79996003
2.03094219e-09,1.80003877
2.0486657e-09,1.79996025
2.06804592e-09,1.80003859
2.0836292e-09,1.79996046
2.10135374e-09,1.80003839
2.12073653e-09,1.79996066
2.13631648e-09,1.8000382
2.15403925e-09,1.79996087
2.17342129e-09,1.80003802
2.18899965e-09,1.79996107
2.20672138e-09,1.80003782
2.22610785e-09,1.79996127
2.24168322e-09,1.80003763
2.25940258e-09,1.79996148
2.27879868e-09,1.80003746
2.29437465e-09,1.79996168
2.31209424e-09,1.80003726
2.33147996e-09,1.79996187
2.34704888e-09,1.80003707
2.3647636e-09,1.79996207
2.38414797e-09,1.8000369
2.39972295e-09,1.79996227
2.41744257e-09,1.80003671
2.43682074e-09,1.79996245
2.45239468e-09,1.80003652
2.47011417e-09,1.79996265
2.4894917e-09,1.80003636
2.50507023e-09,1.79996285
2.52279226e-09,1.80003617
2.5421689e-09,1.79996302
2.55774759e-09,1.80003598
2.57546999e-09,1.79996323
2.59484589e-09,1.80003582
2.61042832e-09,1.79996341
2.62815329e-09,1.80003563
2.64752626e-09,1.79996359
2.66310818e-09,1.80003545
2.68083187e-09,1.79996377
2.7002086e-09,1.80003526
2.71579172e-09,1.79996396
2.73351729e-09,1.80003517
2.75289485e-09,1.79996418
2.76847434e-09,1.80003486
2.78619658e-09,1.79996429
2.80557724e-09,1.80003481
2.82115877e-09,1.79996452
2.8388824e-09,1.80003456
2.85826313e-09,1.79996474
2.8738423e-09,1.80003453
2.89156473e-09,1.79996477
2.91094559e-09,1.80003394
2.92652506e-09,1.79996353
2.94424775e-09,1.8000333
2.96363018e-09,1.79996746
2.97920675e-09,1.8000362
2.99692706e-09,1.79996529
3.01631634e-09,1.80003422
3.03189358e-09,1.79996705
3.04961436e-09,1.80003554
3.06899687e-09,1.79996727
3.08456938e-09,1.8000396
3.10228689e-09,1.79997275
3.12166815e-09,1.80003854
3.13724522e-09,1.79994985
3.15496661e-09,1.79995626
3.17434404e-09,1.79989832
3.18992037e-09,1.80004502
3.20764138e-09,1.8000036
3.22701934e-09,1.80008558
3.24259863e-09,1.80005393
3.2603213e-09,1.80020752
3.27969861e-09,1.80021368
3.29527708e-09,1.80041274
3.31299925e-09,1.80062498
3.33237704e-09,1.80103966
3.34795859e-09,1.80115967
3.36568302e-09,1.80002959
3.38505852e-09,1.79704499
3.4006394e-09,1.79535429
3.41836262e-09,1.79539543
3.43774063e-09,1.79600927
3.45332236e-09,1.7973106
3.47104689e-09,1.80095454
3.49042518e-09,1.80891964
3.50600397e-09,1.81853866
3.52372579e-09,1.83774221
3.54310654e-09,1.87425936
3.55868714e-09,1.91681547
3.57641035e-09,1.97048637
